xgb_proba,cb_proba,lgbm_proba,gb_proba,rf_proba,nb_proba,svm_proba,knn_proba,lr_proba
0.8573853552341462,0.9167493871697923,0.7367911555904448,0.9128658386390743,0.8614441833059543,0.9134563328450925,0.9507960812914469,0.8574733845900491,0.8571969696969697
0.016666667163372038,0.10357142857142856,0.019999999999999997,0.05923761394414402,0.08431348549200868,0.14151340234587756,0.29383983720387263,0.16300982259178,0.13437315434164068
0.6492321103811263,0.5855547319575843,0.5440971268857175,0.6627689660861432,0.5823926401540505,0.8806995698256195,0.6144017094017095,0.5140069245060194,0.4363320928237576
0.4005784258246422,0.49843895397183113,0.35920118704795906,0.577102967904324,0.49838026643217415,0.9027082835297173,0.5847003305598069,0.6093016265171947,0.5528629107833023
0.6063748717308045,0.591000769356941,0.47733151187469025,0.5140774724047261,0.5672046803748929,0.844940668496456,0.6222918564391745,0.5704416519610495,0.5899490759184622
0.6904592990875243,0.7321927912132447,0.492564425610282,0.82455073627997,0.6993374946121995,0.8547594586444249,0.5537323114615021,0.8585069526104612,0.5905303030303032
0.34958546608686447,0.47250000000000003,0.38158730158730153,0.5182357002196153,0.47964789771876104,0.7899682616057159,0.45843655503185765,0.3961981895404939,0.3177231919898645
0.7798143684864043,0.8436305725407218,0.6423530112834442,0.8311432170207242,0.7607398421742237,0.8517937995589657,0.7501569041545054,0.8016892938997022,0.5857281069578912
0.3535575762391091,0.5747096231962966,0.38158730158730153,0.5133667491553554,0.4703288674441798,0.6246137196137197,0.5266239316239316,0.3508585858585858,0.3954834523335014
0.810158771276474,0.9236090904053709,0.707000908137417,0.8754466936981808,0.8335428791002247,0.9322097019947442,0.9666666666666666,0.9746031746031747,0.8571969696969697
0.08129365183413029,0.10657517325983157,0.1448015873015873,0.05773977648143297,0.06910529395147388,0.1976907256865248,0.42510349796232394,0.0629835848575341,0.2376100944185165
0.14443583795800802,0.07023809523809522,0.1972399425832065,0.13004320250300652,0.10122697718050637,0.19015559167615342,0.29762445562577416,0.03068181818181818,0.15240976253430089
0.06097745522856712,0.1924436451757798,0.13552996763309236,0.1820453784266005,0.1628742092483512,0.3755683099652369,0.47594513267331895,0.22415223665223666,0.25413663096877925
0.9722222208976745,0.9749999999999999,0.9571859213360623,0.9710008764812127,0.9816216604947611,0.9560323968910934,0.4615399801539456,0.9806753600426774,0.9875
0.30064058452844616,0.38678571428571423,0.43543489116679535,0.21023771561512414,0.3073245780681168,0.29412030519099247,0.5865927389735831,0.24818873151762885,0.360158438483467
0.8308776915073395,0.9465683870926076,0.7590597832307371,0.8926416117137602,0.8647808136966197,0.91734013359087,0.920239702629768,0.9746031746031747,0.9232333674449602
0.06097745522856712,0.10357142857142856,0.13552996763309236,0.06398544245095154,0.10988106302995723,0.1406635134477612,0.27719384633499017,0.08147546897546898,0.12723177010014486
0.6751587390899658,0.9122417869604289,0.5270185096960259,0.7387823657599102,0.7366462203608164,0.9144874618309611,0.8854447622595518,0.832878685867283,0.7507500599411717
0.3329183861613273,0.47250000000000003,0.38158730158730153,0.41033204523624833,0.44548481690976266,0.8011636072437787,0.5173532856483803,0.5292214489537412,0.38863475371275663
0.9498012244701386,0.9163802373502303,0.8918369768886161,0.938956405337024,0.9465397604960282,0.8853452929373733,0.6009271516280171,0.8747420468234681,0.77627651747028
0.23752223439514636,0.16966648463062883,0.41413472404856,0.2265470075900437,0.24589699058102465,0.2705093609141866,0.5331224177736364,0.23144847176248046,0.3182190513037786
0.8550129652023315,0.9749999999999999,0.8714532745447785,0.900317808958101,0.9200723211517305,0.881422551206307,0.6644017094017095,0.8440476190476189,0.8238636363636365
0.8606579959392546,0.9385661465489685,0.7863227674889497,0.8984454149161433,0.8800943841109913,0.9207873571207592,0.8322444089962149,0.9746031746031747,0.8238636363636365
0.20853175371885296,0.10357142857142856,0.25252294991749025,0.2628328101784333,0.20065539998433551,0.17082043432210717,0.21644327794840468,0.1026724748941551,0.13289175265459183
0.05000000149011612,0.09718550609378308,0.07833333333333334,0.1034448367912368,0.10063992203386811,0.08914835164835165,0.1012879769602735,0.0713750713224519,0.030952380952380953
0.05000000149011612,0.10357142857142856,0.06447163947822002,0.06799351614993575,0.06904568519348234,0.1761159618752766,0.2465278361418512,0.03068181818181818,0.10347485292392047
0.4973859757184983,0.26369047619047625,0.5275848632001717,0.4426622205002609,0.3703919444472987,0.2700592174809672,0.4797205478420272,0.17028586428837153,0.27871397375090196
0.016666667163372038,0.07327368236072453,0.08247634643425691,0.07248471617463534,0.060855807485317194,0.07445795186444724,0.05664182919576834,0.018181818181818184,0.018422277305158476
0.4108172968029976,0.3701190476190476,0.29828348567096336,0.414551601811456,0.39668708149445686,0.8054476080069863,0.48673957960708003,0.4120489045478909,0.3059088551747267
0.1987506866455078,0.19365716984854123,0.20908730158730154,0.2735134472128032,0.22624935357678866,0.20773511332690703,0.33546188201642174,0.37030303030303025,0.2732734810471653
0.06097745522856712,0.10357142857142856,0.13552996763309236,0.05029432703294769,0.08791638586145463,0.19317061290264775,0.3344011332379888,0.07769040385937168,0.18823972466534092
0.40953156799077994,0.386479689401415,0.45827585687115013,0.4757109027614339,0.35988062286372413,0.37275273029933725,0.361844403992134,0.13884631698639321,0.27910326346745823
0.24511826857924462,0.20120515566960462,0.25252294991749025,0.4223065380862387,0.35349902305599795,0.6653711454259522,0.07263535999663283,0.08147546897546898,0.11748541311227825
0.7408424139022828,0.9234259951746815,0.5263925853446015,0.8359779717599372,0.7950896557874091,0.9170239453853395,0.6971102111474538,0.9548782794835937,0.8238636363636365
0.06428571641445159,0.2047107728624597,0.08513607298681317,0.11194970272083407,0.1362505529382217,0.341529304029304,0.3345378551042138,0.14915223665223665,0.2323740470415025
0.7251423239707948,0.7218375933410963,0.6163888888888888,0.67990476948255,0.6493760287648378,0.8849865946267697,0.7129282543615013,0.6738331928220689,0.5522520479801044
0.2420557573437691,0.32447664392854886,0.3102101573441876,0.2601867986578462,0.24709125661912218,0.5005661005661005,0.5993986679331824,0.3578477538357742,0.3595263667580088
0.6543184459209443,0.5943535396891005,0.4652658718356494,0.5917619978582529,0.517367575145369,0.7953538860068975,0.28551927949850103,0.5304627016976394,0.3058006218044577
0.9823892652988435,0.9861773677274839,0.9579365079365079,0.9696906963665265,0.9653947630881594,0.9223242983339797,0.7770625662631974,0.9746031746031747,0.9541666666666664
0.8533186912536621,0.9749999999999999,0.9127076957264215,0.9189681038675197,0.9280417659500756,0.8770963114269763,0.6556596481576642,0.843250621816712,0.8238636363636365
0.2218319714069366,0.15357788398874875,0.285996927687218,0.2337156466584586,0.22751702758344453,0.25997980119914693,0.5269276376479625,0.20109825403760456,0.2937973842472353
0.8061287224292755,0.8299872585732413,0.5645207321747029,0.7903317417076718,0.7957372946428529,0.9327571480776378,0.7409482171716066,0.9173205267306035,0.8238636363636365
0.8479342520236968,0.9749999999999999,0.7679635812133546,0.9230053338287361,0.9078046830837133,0.9291832381709592,0.9666666666666666,0.9829058903008165,0.9341456790569842
0.20853175371885296,0.17314057931912338,0.2802596308942386,0.17367726407763534,0.17603618172843102,0.12827095863419166,0.2970941104945842,0.12065014215183711,0.16481156829290813
0.5158833608031274,0.5821023853820939,0.427142720607519,0.6368059513019306,0.5562605791446609,0.6496137196137195,0.5517849080018441,0.5769611261388466,0.7740913171410123
0.08325661793351172,0.13191195193659813,0.1448015873015873,0.06779843004495067,0.11416015415856233,0.262051234200796,0.3205710189065427,0.05574447400101447,0.18462385821838012
0.8557399988174439,0.9610955114873969,0.8788616439935273,0.8921918380881154,0.9142451552743275,0.7125994301976134,0.9657002788407858,0.9746031746031747,0.9494305524850871
